Wn(um),Wp(um),Vm(V)
2.84,2.16,0.726405771
2.88,2.16,0.725065777
2.92,2.16,0.723777011
2.96,2.16,0.722529139
3,2.16,0.721312313
3.04,2.16,0.720116954
3.08,2.16,0.718836623
3.12,2.16,0.717557403
3.16,2.16,0.716334629
3.2,2.16,0.715160124
3.24,2.16,0.714026327
3.28,2.16,0.71292614
3.32,2.16,0.711852822
3.36,2.16,0.710799867
3.4,2.16,0.709727306
3.44,2.16,0.70857871
3.48,2.16,0.707500335
3.52,2.16,0.706432951
3.56,2.16,0.705403492
3.6,2.16,0.704406791
3.64,2.16,0.703437989
3.68,2.16,0.702492485
3.72,2.16,0.701565869
3.76,2.16,0.700653861
3.8,2.16,0.699717244
3.84,2.16,0.69871701
3.88,2.16,0.697779945
3.92,2.16,0.696842136
3.96,2.16,0.695935083
4,2.16,0.69505519
0.2,2.2,0.978085779
0.24,2.2,0.967193329
0.28,2.2,0.956700655
0.32,2.2,0.946725876
0.36,2.2,0.9372981
0.4,2.2,0.928427713
0.44,2.2,0.920084825
0.48,2.2,0.912039338
0.52,2.2,0.90440289
0.56,2.2,0.897244931
0.6,2.2,0.890567567
0.64,2.2,0.883968139
0.68,2.2,0.877821317
0.72,2.2,0.871986089
0.76,2.2,0.866273814
0.8,2.2,0.861025886
0.84,2.2,0.85574434
0.88,2.2,0.850974964
0.92,2.2,0.846068357
0.96,2.2,0.841618489
1,2.2,0.837152809
1.04,2.2,0.832964871
1.08,2.2,0.828960293
1.12,2.2,0.824927855
1.16,2.2,0.821291454
1.2,2.2,0.817515181
1.24,2.2,0.813964041
1.28,2.2,0.810697176
1.32,2.2,0.807231805
1.36,2.2,0.804014704
1.4,2.2,0.801044733
1.44,2.2,0.79791439
1.48,2.2,0.794931963
1.52,2.2,0.792161805
1.56,2.2,0.789468512
1.6,2.2,0.786631615
1.64,2.2,0.78402173
1.68,2.2,0.781559843
1.72,2.2,0.779099498
1.76,2.2,0.776563508
1.8,2.2,0.774211851
1.84,2.2,0.771986841
1.88,2.2,0.769848414
1.92,2.2,0.767506274
1.96,2.2,0.765333183
2,2.2,0.763285765
2.04,2.2,0.761323707
2.08,2.2,0.75936585
2.12,2.2,0.757297576
2.16,2.2,0.755362574
2.2,2.2,0.753529805
2.24,2.2,0.751770409
2.28,2.2,0.750056658
2.32,2.2,0.748210225
2.36,2.2,0.746432818
2.4,2.2,0.744751195
2.44,2.2,0.74314403
2.48,2.2,0.741591288
2.52,2.2,0.740073611
2.56,2.2,0.738438575
2.6,2.2,0.736846868
2.64,2.2,0.735335715
2.68,2.2,0.733889773
2.72,2.2,0.732494731
2.76,2.2,0.731136958
2.8,2.2,0.729775726
2.84,2.2,0.728338253
2.88,2.2,0.726935285
2.92,2.2,0.725596675
2.96,2.2,0.724311655
3,2.2,0.723070183
3.04,2.2,0.721862756
3.08,2.2,0.720680203
3.12,2.2,0.71944817
3.16,2.2,0.718200599
3.2,2.2,0.716972063
3.24,2.2,0.715794162
3.28,2.2,0.714659436
3.32,2.2,0.713560933
3.36,2.2,0.71249208
3.4,2.2,0.711446593
3.44,2.2,0.710418356
3.48,2.2,0.70932177
3.52,2.2,0.708239254
3.56,2.2,0.707162572
3.6,2.2,0.70612614
3.64,2.2,0.705124789
3.68,2.2,0.704153708
3.72,2.2,0.703208371
3.76,2.2,0.702284462
3.8,2.2,0.701377836
3.84,2.2,0.700484458
3.88,2.2,0.699545141
3.92,2.2,0.698568832
3.96,2.2,0.697652769
4,2.2,0.696735676
0.2,2.24,0.9804416
0.24,2.24,0.969579724
0.28,2.24,0.959114935
0.32,2.24,0.949162428
0.36,2.24,0.939752775
0.4,2.24,0.930840575
0.44,2.24,0.922356952
0.48,2.24,0.914317616
0.52,2.24,0.906757348
0.56,2.24,0.899764436
0.6,2.24,0.89284154
0.64,2.24,0.88630485
0.68,2.24,0.880324216
0.72,2.24,0.874259476
0.76,2.24,0.868711313
0.8,2.24,0.863276658
0.84,2.24,0.858136935
0.88,2.24,0.853176229
0.92,2.24,0.84846097
0.96,2.24,0.843842107
1,2.24,0.839588864
1.04,2.24,0.835197444
1.08,2.24,0.831241166
1.12,2.24,0.827211919
1.16,2.24,0.823427605
1.2,2.24,0.819915794
1.24,2.24,0.816176323
1.28,2.24,0.812797743
1.32,2.24,0.809578873
1.36,2.24,0.806195561
1.4,2.24,0.803113951
1.44,2.24,0.800231008
1.48,2.24,0.797114985
1.52,2.24,0.794247558
1.56,2.24,0.791560371
1.6,2.24,0.788861221
1.64,2.24,0.786125029
1.68,2.24,0.78359313
1.72,2.24,0.781191465
1.76,2.24,0.778743361
1.8,2.24,0.77627846
1.84,2.24,0.773984703
1.88,2.24,0.771807789
1.92,2.24,0.76969123
1.96,2.24,0.767400924
2,2.24,0.765271753
2.04,2.24,0.763262701
2.08,2.24,0.761335565
2.12,2.24,0.759417
2.16,2.24,0.757380422
2.2,2.24,0.7554738
2.24,2.24,0.75366755
2.28,2.24,0.751934186
2.32,2.24,0.750247347
2.36,2.24,0.748449025
2.4,2.24,0.746688195
2.44,2.24,0.745023003
2.48,2.24,0.743432965
2.52,2.24,0.741898905
2.56,2.24,0.74040238
2.6,2.24,0.738827072
2.64,2.24,0.737241634
2.68,2.24,0.735737908
2.72,2.24,0.734301024
2.76,2.24,0.732917161
2.8,2.24,0.731573233
2.84,2.24,0.730256557
2.88,2.24,0.728859769
2.92,2.24,0.727455404
2.96,2.24,0.726117307
3,2.24,0.724834942
3.04,2.24,0.723598528
3.08,2.24,0.72239885
3.12,2.24,0.721227097
3.16,2.24,0.720074665
3.2,2.24,0.71883609
3.24,2.24,0.717600847
3.28,2.24,0.716418447
3.32,2.24,0.715281505
3.36,2.24,0.714183182
3.4,2.24,0.713117049
3.44,2.24,0.712076998
3.48,2.24,0.711057148
3.52,2.24,0.710051735
3.56,2.24,0.708936352
3.6,2.24,0.707885255
3.64,2.24,0.706840542
3.68,2.24,0.705833107
3.72,2.24,0.704858164
3.76,2.24,0.703911227
3.8,2.24,0.702988057
3.84,2.24,0.702084607
3.88,2.24,0.701196972
3.92,2.24,0.700321333
3.96,2.24,0.699380187
4,2.24,0.698426659
0.2,2.28,0.982571931
0.24,2.28,0.971795327
0.28,2.28,0.961373207
0.32,2.28,0.951432265
0.36,2.28,0.941996948
0.4,2.28,0.933053782
0.44,2.28,0.924589833
0.48,2.28,0.916618635
0.52,2.28,0.909195935
0.56,2.28,0.902001256
0.6,2.28,0.895100495
0.64,2.28,0.888715198
0.68,2.28,0.882520104
0.72,2.28,0.876559393
0.76,2.28,0.871052387
0.8,2.28,0.865530742
0.84,2.28,0.860551565
0.88,2.28,0.855413591
0.92,2.28,0.850830407
0.96,2.28,0.846085127
1,2.28,0.8417832
1.04,2.28,0.837478361
1.08,2.28,0.833397755
1.12,2.28,0.829580332
1.16,2.28,0.825609303
1.2,2.28,0.82201896
1.24,2.28,0.81845316
1.28,2.28,0.814930965
1.32,2.28,0.811693012
1.36,2.28,0.808439643
1.4,2.28,0.805223931
1.44,2.28,0.802258447
1.48,2.28,0.799373884
1.52,2.28,0.796361759
1.56,2.28,0.793597073
1.6,2.28,0.790983687
1.64,2.28,0.788286635
1.68,2.28,0.785642968
1.72,2.28,0.783182991
1.76,2.28,0.78083707
1.8,2.28,0.778403529
1.84,2.28,0.776005476
1.88,2.28,0.773766452
1.92,2.28,0.771635252
1.96,2.28,0.769540182
2,2.28,0.767299441
2.04,2.28,0.765212433
2.08,2.28,0.763240336
2.12,2.28,0.761346907
2.16,2.28,0.759466357
2.2,2.28,0.757460515
2.24,2.28,0.755581416
2.28,2.28,0.753800849
2.32,2.28,0.752092608
2.36,2.28,0.750431604
2.4,2.28,0.748681423
2.44,2.28,0.746936687
2.48,2.28,0.745287324
2.52,2.28,0.743713648
2.56,2.28,0.742197278
2.6,2.28,0.740720607
2.64,2.28,0.739207413
2.68,2.28,0.737627823
2.72,2.28,0.736130931
2.76,2.28,0.734702308
2.8,2.28,0.733328585
2.84,2.28,0.731997167
2.88,2.28,0.730695916
2.92,2.28,0.729335829
2.96,2.28,0.727966723
3,2.28,0.726628393
3.04,2.28,0.725347739
3.08,2.28,0.724115206
3.12,2.28,0.722921844
3.16,2.28,0.721759146
3.2,2.28,0.720618871
3.24,2.28,0.719425001
3.28,2.28,0.718221782
3.32,2.28,0.717033912
3.36,2.28,0.715893627
3.4,2.28,0.714794173
3.44,2.28,0.713729243
3.48,2.28,0.712692872
3.52,2.28,0.711679362
3.56,2.28,0.710683182
3.6,2.28,0.709656984
3.64,2.28,0.70856949
3.68,2.28,0.707547868
3.72,2.28,0.706533084
3.76,2.28,0.705552877
3.8,2.28,0.704602792
3.84,2.28,0.703678639
3.88,2.28,0.702776448
3.92,2.28,0.70189241
3.96,2.28,0.701022841
4,2.28,0.700164126
0.2,2.32,0.984651457
0.24,2.32,0.973894052
0.28,2.32,0.963494665
0.32,2.32,0.95357326
0.36,2.32,0.944157738
0.4,2.32,0.935248166
0.44,2.32,0.926850444
0.48,2.32,0.918997939
0.52,2.32,0.911461004
0.56,2.32,0.90420154
0.6,2.32,0.897403419
0.64,2.32,0.891031489
0.68,2.32,0.884728736
0.72,2.32,0.878935365
0.76,2.32,0.873234561
0.8,2.32,0.867839213
0.84,2.32,0.862687794
0.88,2.32,0.857702708
0.92,2.32,0.852952028
0.96,2.32,0.848392542
1,2.32,0.843930646
1.04,2.32,0.839847273
1.08,2.32,0.835564282
1.12,2.32,0.83171456
1.16,2.32,0.827844711
1.2,2.32,0.824124414
1.24,2.32,0.82071475
1.28,2.32,0.817104827
1.32,2.32,0.813763952
1.36,2.32,0.810672351
1.4,2.32,0.807378873
1.44,2.32,0.804308439
1.48,2.32,0.801442111
1.52,2.32,0.798537863
1.56,2.32,0.795649816
1.6,2.32,0.792977025
1.64,2.32,0.790463204
1.68,2.32,0.787741868
1.72,2.32,0.785183389
1.76,2.32,0.782789871
1.8,2.32,0.78053013
1.84,2.32,0.778078842
1.88,2.32,0.775743758
1.92,2.32,0.773556549
1.96,2.32,0.77146886
2,2.32,0.769394923
2.04,2.32,0.767201621
2.08,2.32,0.765155121
2.12,2.32,0.763218639
2.16,2.32,0.761357767
2.2,2.32,0.759514014
2.24,2.32,0.757537985
2.28,2.32,0.755685598
2.32,2.32,0.753929921
2.36,2.32,0.752245947
2.4,2.32,0.750609778
2.44,2.32,0.748907699
2.48,2.32,0.747178606
2.52,2.32,0.745544524
2.56,2.32,0.743986515
2.6,2.32,0.742486935
2.64,2.32,0.741028953
2.68,2.32,0.739579953
2.72,2.32,0.738005848
2.76,2.32,0.736515273
2.8,2.32,0.735094209
2.84,2.32,0.733729713
2.88,2.32,0.732409624
2.92,2.32,0.731122309
2.96,2.32,0.729836206
3,2.32,0.728469779
3.04,2.32,0.727130565
3.08,2.32,0.725850794
3.12,2.32,0.724621121
3.16,2.32,0.723432829
3.2,2.32,0.722277669
3.24,2.32,0.721147716
3.28,2.32,0.720035216
3.32,2.32,0.718835552
3.36,2.32,0.717641366
3.4,2.32,0.716496756
3.44,2.32,0.715395027
3.48,2.32,0.714329971
3.52,2.32,0.713295748
3.56,2.32,0.712286805
3.6,2.32,0.711297805
3.64,2.32,0.710323525
3.68,2.32,0.70927415
3.72,2.32,0.708249137
3.76,2.32,0.707225866
3.8,2.32,0.706239157
3.84,2.32,0.70528456
3.88,2.32,0.704357915
3.92,2.32,0.703455306
3.96,2.32,0.702573
4,2.32,0.701707408
0.2,2.36,0.986747769
0.24,2.36,0.975989798
0.28,2.36,0.965603479
0.32,2.36,0.955706609
0.36,2.36,0.946330211
0.4,2.36,0.937484858
0.44,2.36,0.929191722
0.48,2.36,0.921242049
0.52,2.36,0.913612989
0.56,2.36,0.906421664
0.6,2.36,0.899797916
0.64,2.36,0.89318612
0.68,2.36,0.886972096
0.72,2.36,0.881185392
0.76,2.36,0.875417123
0.8,2.36,0.870213223
0.84,2.36,0.864846317
0.88,2.36,0.860073799
0.92,2.36,0.855104393
0.96,2.36,0.85069277
1,2.36,0.846098091
1.04,2.36,0.841934737
1.08,2.36,0.837782759
1.12,2.36,0.833802635
1.16,2.36,0.830147473
1.2,2.36,0.826254621
1.24,2.36,0.822733838
1.28,2.36,0.819353849
1.32,2.36,0.815853029
1.36,2.36,0.812662448
1.4,2.36,0.809610946
1.44,2.36,0.806386415
1.48,2.36,0.80344181
1.52,2.36,0.80069357
1.56,2.36,0.797751611
1.6,2.36,0.794974871
1.64,2.36,0.792384363
1.68,2.36,0.789917824
1.72,2.36,0.787224356
1.76,2.36,0.784744469
1.8,2.36,0.782412481
1.84,2.36,0.780200404
1.88,2.36,0.777768259
1.92,2.36,0.775492574
1.96,2.36,0.773354492
2,2.36,0.771308269
2.04,2.36,0.769255113
2.08,2.36,0.767107261
2.12,2.36,0.765099716
2.16,2.36,0.763197586
2.2,2.36,0.761368171
2.24,2.36,0.759560055
2.28,2.36,0.757612964
2.32,2.36,0.755786512
2.36,2.36,0.75405497
2.4,2.36,0.752394461
2.44,2.36,0.75078219
2.48,2.36,0.749128121
2.52,2.36,0.747414245
2.56,2.36,0.745794937
2.6,2.36,0.744251962
2.64,2.36,0.742768359
2.68,2.36,0.741328017
2.72,2.36,0.739903277
2.76,2.36,0.73837608
2.8,2.36,0.736891372
2.84,2.36,0.735477257
2.88,2.36,0.734121176
2.92,2.36,0.732811381
2.96,2.36,0.731536682
3,2.36,0.7302862
3.04,2.36,0.728965036
3.08,2.36,0.72762438
3.12,2.36,0.726344778
3.16,2.36,0.725117076
3.2,2.36,0.723932758
3.24,2.36,0.722783809
3.28,2.36,0.721662577
3.32,2.36,0.720561631
3.36,2.36,0.719403354
3.4,2.36,0.718241527
3.44,2.36,0.717091722
3.48,2.36,0.715986714
3.52,2.36,0.714920372
3.56,2.36,0.713886952
3.6,2.36,0.712881033
3.64,2.36,0.711897424
3.68,2.36,0.7109311
3.72,2.36,0.709973813
3.76,2.36,0.70890934
3.8,2.36,0.707912469
3.84,2.36,0.706918153
3.88,2.36,0.705957829
3.92,2.36,0.705027358
3.96,2.36,0.704122855
4,2.36,0.703240645
0.2,2.4,0.988882644
0.24,2.4,0.97813904
0.28,2.4,0.967757939
0.32,2.4,0.957889643
0.36,2.4,0.948568237
0.4,2.4,0.939773039
0.44,2.4,0.931368895
0.48,2.4,0.923348891
0.52,2.4,0.91576753
0.56,2.4,0.908711126
0.6,2.4,0.901915567
0.64,2.4,0.89533615
0.68,2.4,0.88929519
0.72,2.4,0.88330027
0.76,2.4,0.877648362
0.8,2.4,0.872288256
0.84,2.4,0.867042002
0.88,2.4,0.862138828
0.92,2.4,0.857299225
0.96,2.4,0.852740657
1,2.4,0.848326042
1.04,2.4,0.844011177
1.08,2.4,0.840077299
1.12,2.4,0.835908115
1.16,2.4,0.832156921
1.2,2.4,0.828445822
1.24,2.4,0.824783248
1.28,2.4,0.821417801
1.32,2.4,0.817995331
1.36,2.4,0.814682787
1.4,2.4,0.811615488
1.44,2.4,0.808524434
1.48,2.4,0.805453583
1.52,2.4,0.80261776
1.56,2.4,0.799930786
1.6,2.4,0.797009912
1.64,2.4,0.794333181
1.68,2.4,0.791816395
1.72,2.4,0.789333028
1.76,2.4,0.786731817
1.8,2.4,0.784324577
1.84,2.4,0.782049658
1.88,2.4,0.779864809
1.92,2.4,0.777470821
1.96,2.4,0.775251258
2,2.4,0.773159814
2.04,2.4,0.771153159
2.08,2.4,0.769120453
2.12,2.4,0.767016187
2.16,2.4,0.765046124
2.2,2.4,0.763177144
2.24,2.4,0.761378148
2.28,2.4,0.759604562
2.32,2.4,0.757685571
2.36,2.4,0.755884309
2.4,2.4,0.754176191
2.44,2.4,0.752538385
2.48,2.4,0.750949144
2.52,2.4,0.749342926
2.56,2.4,0.747643879
2.6,2.4,0.746038879
2.64,2.4,0.744510353
2.68,2.4,0.74304199
2.72,2.4,0.741618336
2.76,2.4,0.740224382
2.8,2.4,0.738738872
2.84,2.4,0.737259633
2.88,2.4,0.735851924
2.92,2.4,0.734503547
2.96,2.4,0.733203125
3,2.4,0.73193988
3.04,2.4,0.730703381
3.08,2.4,0.729414763
3.12,2.4,0.728110328
3.16,2.4,0.726830282
3.2,2.4,0.725603773
3.24,2.4,0.724422472
3.28,2.4,0.723278574
3.32,2.4,0.722164663
3.36,2.4,0.721073587
3.4,2.4,0.719998084
3.44,2.4,0.718801511
3.48,2.4,0.717679245
3.52,2.4,0.71657008
3.56,2.4,0.715501432
3.6,2.4,0.714467642
3.64,2.4,0.71346339
3.68,2.4,0.712483615
3.72,2.4,0.71152345
3.76,2.4,0.710578155
3.8,2.4,0.709593781
3.84,2.4,0.708561223
3.88,2.4,0.707590843
3.92,2.4,0.706623718
3.96,2.4,0.705688237
4,2.4,0.704780541
0.2,2.44,0.990980097
0.24,2.44,0.980297168
0.28,2.44,0.969959354
0.32,2.44,0.96010828
0.36,2.44,0.950750061
0.4,2.44,0.941864935
0.44,2.44,0.933429386
0.48,2.44,0.925449219
0.52,2.44,0.917975276
0.56,2.44,0.910917411
0.6,2.44,0.904002362
0.64,2.44,0.897531127
0.68,2.44,0.891438027
0.72,2.44,0.885415352
0.76,2.44,0.87996807
0.8,2.44,0.874374267
0.84,2.44,0.869314502
0.88,2.44,0.864213023
0.92,2.44,0.859574058
0.96,2.44,0.854814769
1,2.44,0.850561708
1.04,2.44,0.846107933
1.08,2.44,0.84207463
1.12,2.44,0.838068082
1.16,2.44,0.834182422
1.2,2.44,0.830629855
1.24,2.44,0.826867427
1.28,2.44,0.823408161
1.32,2.44,0.820192354
1.36,2.44,0.816735836
1.4,2.44,0.813581379
1.44,2.44,0.810647385
1.48,2.44,0.807509591
1.52,2.44,0.804572902
1.56,2.44,0.801830844
1.6,2.44,0.79910993
1.64,2.44,0.796308212
1.68,2.44,0.793721458
1.72,2.44,0.791270744
1.76,2.44,0.788778276
1.8,2.44,0.786262216
1.84,2.44,0.783922251
1.88,2.44,0.781700356
1.92,2.44,0.779515174
1.96,2.44,0.77718566
2,2.44,0.775019198
2.04,2.44,0.772972092
2.08,2.44,0.771003235
2.12,2.44,0.768990661
2.16,2.44,0.766928223
2.2,2.44,0.764994257
2.24,2.44,0.763157293
2.28,2.44,0.761387721
2.32,2.44,0.759647609
2.36,2.44,0.757755914
2.4,2.44,0.75597914
2.44,2.44,0.754293759
2.48,2.44,0.752677944
2.52,2.44,0.751110915
2.56,2.44,0.749552346
2.6,2.44,0.747867758
2.64,2.44,0.746276633
2.68,2.44,0.744762028
2.72,2.44,0.743308232
2.76,2.44,0.741900405
2.8,2.44,0.740524199
2.84,2.44,0.739094541
2.88,2.44,0.737620423
2.92,2.44,0.73621864
2.96,2.44,0.734877338
3,2.44,0.733585478
3.04,2.44,0.732332652
3.08,2.44,0.731108845
3.12,2.44,0.729890685
3.16,2.44,0.728588867
3.2,2.44,0.727307831
3.24,2.44,0.726081834
3.28,2.44,0.724902714
3.32,2.44,0.723762848
3.36,2.44,0.72265503
3.4,2.44,0.72157235
3.44,2.44,0.720508081
3.48,2.44,0.719383082
3.52,2.44,0.718259974
3.56,2.44,0.717145872
3.6,2.44,0.716074016
3.64,2.44,0.715038821
3.68,2.44,0.714035047
3.72,2.44,0.71305774
3.76,2.44,0.712102166
3.8,2.44,0.711163744
3.84,2.44,0.710237981
3.88,2.44,0.70923125
3.92,2.44,0.708258108
3.96,2.44,0.707283205
4,2.44,0.706341661
0.2,2.48,0.992891978
0.24,2.48,0.982247372
0.28,2.48,0.971944349
0.32,2.48,0.962103846
0.36,2.48,0.952750835
0.4,2.48,0.943878137
0.44,2.48,0.935483545
0.48,2.48,0.927593609
0.52,2.48,0.920206197
0.56,2.48,0.912961271
0.6,2.48,0.906102591
0.64,2.48,0.899811625
0.68,2.48,0.893486873
0.72,2.48,0.887575927
0.76,2.48,0.881987774
0.8,2.48,0.876485197
0.84,2.48,0.871407919
0.88,2.48,0.86630958
0.92,2.48,0.86162516
0.96,2.48,0.856923357
1,2.48,0.852541121
1.04,2.48,0.848261601
1.08,2.48,0.844084705
1.12,2.48,0.840273376
1.16,2.48,0.836231186
1.2,2.48,0.832571617
1.24,2.48,0.829018061
1.28,2.48,0.825408192
1.32,2.48,0.822110384
1.36,2.48,0.818851794
1.4,2.48,0.815560568
1.44,2.48,0.812537939
1.48,2.48,0.809637327
1.52,2.48,0.806557551
1.56,2.48,0.803737909
1.6,2.48,0.801076323
1.64,2.48,0.7983368
1.68,2.48,0.795642517
1.72,2.48,0.7931368
1.76,2.48,0.790779827
1.8,2.48,0.788251048
1.84,2.48,0.785813729
1.88,2.48,0.783536177
1.92,2.48,0.781363628
1.96,2.48,0.779180676
2,2.48,0.776911986
2.04,2.48,0.774795834
2.08,2.48,0.772790931
2.12,2.48,0.770858225
2.16,2.48,0.768865477
2.2,2.48,0.766843215
2.24,2.48,0.764944033
2.28,2.48,0.763138004
2.32,2.48,0.761396918
2.36,2.48,0.759689271
2.4,2.48,0.7578241
2.44,2.48,0.756071132
2.48,2.48,0.754407846
2.52,2.48,0.752813344
2.56,2.48,0.751267758
2.6,2.48,0.749756597
2.64,2.48,0.748086121
2.68,2.48,0.746508475
2.72,2.48,0.7450073
2.76,2.48,0.743567456
2.8,2.48,0.742174675
2.84,2.48,0.740815217
2.88,2.48,0.739443376
2.92,2.48,0.737974076
2.96,2.48,0.736577802
3,2.48,0.735243011
3.04,2.48,0.733958995
3.08,2.48,0.732715675
3.12,2.48,0.731503411
3.16,2.48,0.730312803
3.2,2.48,0.729060389
3.24,2.48,0.727777896
3.28,2.48,0.726551816
3.32,2.48,0.725374139
3.36,2.48,0.724237413
3.4,2.48,0.723134605
3.44,2.48,0.72205903
3.48,2.48,0.721004204
3.52,2.48,0.71995855
3.56,2.48,0.71880091
3.6,2.48,0.717714732
3.64,2.48,0.71663888
3.68,2.48,0.715601367
3.72,2.48,0.714597023
3.76,2.48,0.713620984
3.8,2.48,0.712668623
3.84,2.48,0.711735495
3.88,2.48,0.710817273
3.92,2.48,0.709896726
3.96,2.48,0.708884959
4,2.48,0.707937155
0.2,2.52,0.994767741
0.24,2.52,0.984144005
0.28,2.52,0.973864734
0.32,2.52,0.96404743
0.36,2.52,0.954722093
0.4,2.52,0.945894744
0.44,2.52,0.937580336
0.48,2.52,0.929783664
0.52,2.52,0.922217246
0.56,2.52,0.914991315
0.6,2.52,0.908259839
0.64,2.52,0.901823976
0.68,2.52,0.895538506
0.72,2.52,0.889819396
0.76,2.52,0.884006125
0.8,2.52,0.87865963
0.84,2.52,0.873414566
0.88,2.52,0.868466047
0.92,2.52,0.863624546
0.96,2.52,0.859101133
1,2.52,0.85454295
1.04,2.52,0.850436864
1.08,2.52,0.8461152
1.12,2.52,0.842204178
1.16,2.52,0.838336136
1.2,2.52,0.8345396
1.24,2.52,0.831046859
1.28,2.52,0.82745077
1.32,2.52,0.824046604
1.36,2.52,0.820907706
1.4,2.52,0.817583808
1.44,2.52,0.814456952
1.48,2.52,0.811543109
1.52,2.52,0.80859908
1.56,2.52,0.805660669
1.6,2.52,0.802942998
1.64,2.52,0.800383822
1.68,2.52,0.797606581
1.72,2.52,0.795009313
1.76,2.52,0.792576644
1.8,2.52,0.790272206
1.84,2.52,0.787749089
1.88,2.52,0.785384721
1.92,2.52,0.783165171
1.96,2.52,0.781038617
2,2.52,0.778860299
2.04,2.52,0.77664907
2.08,2.52,0.774580656
2.12,2.52,0.772615971
2.16,2.52,0.770717878
2.2,2.52,0.768744655
2.24,2.52,0.766761015
2.28,2.52,0.764895377
2.32,2.52,0.763119256
2.36,2.52,0.761405753
2.4,2.52,0.759729606
2.44,2.52,0.75789023
2.48,2.52,0.75616042
2.52,2.52,0.754518609
2.56,2.52,0.752944778
2.6,2.52,0.751419914
2.64,2.52,0.74991501
2.68,2.52,0.748299196
2.72,2.52,0.746734654
2.76,2.52,0.745246457
2.8,2.52,0.743820004
2.84,2.52,0.742441556
2.88,2.52,0.741097939
2.92,2.52,0.739745323
2.96,2.52,0.738320897
3,2.52,0.736929765
3.04,2.52,0.735600994
3.08,2.52,0.734324178
3.12,2.52,0.73308955
3.16,2.52,0.731887811
3.2,2.52,0.730709936
3.24,2.52,0.729486261
3.28,2.52,0.728240888
3.32,2.52,0.727014211
3.36,2.52,0.725837335
3.4,2.52,0.724702953
3.44,2.52,0.723604209
3.48,2.52,0.722534597
3.52,2.52,0.721487856
3.56,2.52,0.720457878
3.6,2.52,0.719364055
3.64,2.52,0.718277248
3.68,2.52,0.717196697
3.72,2.52,0.716156054
3.76,2.52,0.715150215
3.8,2.52,0.714174382
3.84,2.52,0.713224025
3.88,2.52,0.712294805
3.92,2.52,0.711382533
3.96,2.52,0.710483111
4,2.52,0.709536664
0.2,2.56,0.996659401
0.24,2.56,0.986042899
0.28,2.56,0.975782187
0.32,2.56,0.96599483
0.36,2.56,0.956715364
0.4,2.56,0.947960526
0.44,2.56,0.939719781
0.48,2.56,0.93178557
0.52,2.56,0.924193063
0.56,2.56,0.917054128
0.6,2.56,0.910407214
0.64,2.56,0.903808599
0.68,2.56,0.897634991
0.72,2.56,0.891797555
0.76,2.56,0.886039634
0.8,2.56,0.88076633
0.84,2.56,0.87542531
0.88,2.56,0.870583298
0.92,2.56,0.865633532
0.96,2.56,0.861142873
1,2.56,0.856572364
1.04,2.56,0.852352509
1.08,2.56,0.84819929
1.12,2.56,0.844152077
1.16,2.56,0.840455749
1.2,2.56,0.836535428
1.24,2.56,0.832961488
1.28,2.56,0.829563834
1.32,2.56,0.826002632
1.36,2.56,0.822764443
1.4,2.56,0.81967742
1.44,2.56,0.816402278
1.48,2.56,0.813414214
1.52,2.56,0.810622688
1.56,2.56,0.80762653
1.6,2.56,0.80481232
1.64,2.56,0.802183275
1.68,2.56,0.799637047
1.72,2.56,0.796915039
1.76,2.56,0.794405496
1.8,2.56,0.792038717
1.84,2.56,0.78975018
1.88,2.56,0.787270388
1.92,2.56,0.784973717
1.96,2.56,0.782808157
2,2.56,0.780724545
2.04,2.56,0.778553121
2.08,2.56,0.776396253
2.12,2.56,0.774373182
2.16,2.56,0.772446873
2.2,2.56,0.770581953
2.24,2.56,0.768627971
2.28,2.56,0.766681487
2.32,2.56,0.764848215
2.36,2.56,0.763101025
2.4,2.56,0.761414248
2.44,2.56,0.759768684
2.48,2.56,0.75795439
2.52,2.56,0.756247117
2.56,2.56,0.754626191
2.6,2.56,0.753072424
2.64,2.56,0.751567607
2.68,2.56,0.750093998
2.72,2.56,0.74850719
2.76,2.56,0.746955406
2.8,2.56,0.745479773
2.84,2.56,0.74406619
2.88,2.56,0.742701428
2.92,2.56,0.741372827
2.96,2.56,0.740067999
3,2.56,0.73866118
3.04,2.56,0.737274856
3.08,2.56,0.735951666
3.12,2.56,0.734681479
3.16,2.56,0.733454821
3.2,2.56,0.732262697
3.24,2.56,0.731096429
3.28,2.56,0.729940005
3.32,2.56,0.728697201
3.36,2.56,0.727469467
3.4,2.56,0.72629282
3.44,2.56,0.725160091
3.48,2.56,0.72406457
3.52,2.56,0.722999913
3.56,2.56,0.721960061
3.6,2.56,0.720939121
3.64,2.56,0.719921467
3.68,2.56,0.718800311
3.72,2.56,0.717748043
3.76,2.56,0.716703561
3.8,2.56,0.715695405
3.84,2.56,0.714718844
3.88,2.56,0.713769419
3.92,2.56,0.712842885
3.96,2.56,0.71193517
4,2.56,0.711042312
0.2,2.6,0.998579727
0.24,2.6,0.987988017
0.28,2.6,0.977741778
0.32,2.6,0.967990132
0.36,2.6,0.958771984
0.4,2.6,0.950059765
0.44,2.6,0.941687963
0.48,2.6,0.933715148
0.52,2.6,0.92618261
0.56,2.6,0.919187715
0.6,2.6,0.9123578
0.64,2.6,0.905801324
0.68,2.6,0.899811228
0.72,2.6,0.893751699
