Wn(um),Wp(um),Vm(V)
2.64,1.16,0.675829538
2.68,1.16,0.67465323
2.72,1.16,0.673519403
2.76,1.16,0.672420417
2.8,1.16,0.671349154
2.84,1.16,0.670298875
2.88,1.16,0.66916381
2.92,1.16,0.668036583
2.96,1.16,0.666980072
3,1.16,0.665935047
3.04,1.16,0.664928247
3.08,1.16,0.663954279
3.12,1.16,0.663008202
3.16,1.16,0.662085425
3.2,1.16,0.661181626
3.24,1.16,0.660292679
3.28,1.16,0.659333185
3.32,1.16,0.6583684
3.36,1.16,0.657440138
3.4,1.16,0.656544429
3.44,1.16,0.65569223
3.48,1.16,0.654846279
3.52,1.16,0.654023989
3.56,1.16,0.653222304
3.6,1.16,0.652438371
3.64,1.16,0.651669502
3.68,1.16,0.650913141
3.72,1.16,0.650166821
3.76,1.16,0.649347879
3.8,1.16,0.648532555
3.84,1.16,0.647744195
3.88,1.16,0.646980278
3.92,1.16,0.646238479
3.96,1.16,0.645531022
4,1.16,0.644823092
0.2,1.2,0.898472325
0.24,1.2,0.887423082
0.28,1.2,0.876832721
0.32,1.2,0.866850274
0.36,1.2,0.857508051
0.4,1.2,0.848813244
0.44,1.2,0.840682934
0.48,1.2,0.832913588
0.52,1.2,0.825622597
0.56,1.2,0.81895546
0.6,1.2,0.812554793
0.64,1.2,0.806441507
0.68,1.2,0.80089941
0.72,1.2,0.795341297
0.76,1.2,0.790402998
0.8,1.2,0.785353706
0.84,1.2,0.780884623
0.88,1.2,0.776308854
0.92,1.2,0.77216474
0.96,1.2,0.768119377
1,1.2,0.764209809
1.04,1.2,0.760672757
1.08,1.2,0.756967869
1.12,1.2,0.753568697
1.16,1.2,0.750447463
1.2,1.2,0.747130265
1.24,1.2,0.74408179
1.28,1.2,0.74125033
1.32,1.2,0.738384773
1.36,1.2,0.735569639
1.4,1.2,0.732974442
1.44,1.2,0.730518229
1.48,1.2,0.727951633
1.52,1.2,0.72549362
1.56,1.2,0.72320744
1.6,1.2,0.721037074
1.64,1.2,0.718831084
1.68,1.2,0.716601511
1.72,1.2,0.714528419
1.76,1.2,0.712571119
1.8,1.2,0.71069279
1.84,1.2,0.708751898
1.88,1.2,0.706803152
1.92,1.2,0.704978901
1.96,1.2,0.703251055
2,1.2,0.701594307
2.04,1.2,0.69998293
2.08,1.2,0.698248813
2.12,1.2,0.696581213
2.16,1.2,0.695006439
2.2,1.2,0.693505867
2.24,1.2,0.692062634
2.28,1.2,0.690661102
2.32,1.2,0.689191524
2.36,1.2,0.687733832
2.4,1.2,0.686316871
2.44,1.2,0.68496792
2.48,1.2,0.683674858
2.52,1.2,0.682426666
2.56,1.2,0.681213121
2.6,1.2,0.68002453
2.64,1.2,0.678708152
2.68,1.2,0.677453565
2.72,1.2,0.676271991
2.76,1.2,0.675115457
2.8,1.2,0.674001747
2.84,1.2,0.672923686
2.88,1.2,0.671874608
2.92,1.2,0.670848247
2.96,1.2,0.669814894
3,1.2,0.668694127
3.04,1.2,0.66762189
3.08,1.2,0.666612304
3.12,1.2,0.665613444
3.16,1.2,0.664648769
3.2,1.2,0.663713503
3.24,1.2,0.662803257
3.28,1.2,0.661913921
3.32,1.2,0.661041613
3.36,1.2,0.660182607
3.4,1.2,0.659241807
3.44,1.2,0.658310573
3.48,1.2,0.657413341
3.52,1.2,0.656546517
3.56,1.2,0.655721583
3.6,1.2,0.654901285
3.64,1.2,0.654103368
3.68,1.2,0.653325025
3.72,1.2,0.65256365
3.76,1.2,0.651816781
3.8,1.2,0.651082074
3.84,1.2,0.650357281
3.88,1.2,0.649588075
3.92,1.2,0.648790175
3.96,1.2,0.648018357
4,1.2,0.647270261
0.2,1.24,0.902921307
0.24,1.24,0.891922584
0.28,1.24,0.881338619
0.32,1.24,0.871322618
0.36,1.24,0.8619024
0.4,1.24,0.853060079
0.44,1.24,0.844750334
0.48,1.24,0.837040904
0.52,1.24,0.82996304
0.56,1.24,0.823030772
0.6,1.24,0.81653543
0.64,1.24,0.810633171
0.68,1.24,0.804728322
0.72,1.24,0.799433939
0.76,1.24,0.794140775
0.8,1.24,0.789362288
0.84,1.24,0.784554858
0.88,1.24,0.780280905
0.92,1.24,0.775838413
0.96,1.24,0.771860272
1,1.24,0.767929667
1.04,1.24,0.76415606
1.08,1.24,0.760731261
1.12,1.24,0.757139919
1.16,1.24,0.75382712
1.2,1.24,0.750789664
1.24,1.24,0.747586886
1.28,1.24,0.744590562
1.32,1.24,0.741816743
1.36,1.24,0.739089674
1.4,1.24,0.736295603
1.44,1.24,0.733729863
1.48,1.24,0.731316419
1.52,1.24,0.728891846
1.56,1.24,0.726432602
1.6,1.24,0.724157017
1.64,1.24,0.722011718
1.68,1.24,0.719940562
1.72,1.24,0.717730654
1.76,1.24,0.715646822
1.8,1.24,0.713692054
1.84,1.24,0.711831035
1.88,1.24,0.710031155
1.92,1.24,0.708097487
1.96,1.24,0.706250214
2,1.24,0.704511681
2.04,1.24,0.702857112
2.08,1.24,0.701263937
2.12,1.24,0.699670338
2.16,1.24,0.698006873
2.2,1.24,0.69640347
2.24,1.24,0.69488521
2.28,1.24,0.693435298
2.32,1.24,0.692038463
2.36,1.24,0.690680486
2.4,1.24,0.689260294
2.44,1.24,0.687844656
2.48,1.24,0.686464982
2.52,1.24,0.685150467
2.56,1.24,0.683889924
2.6,1.24,0.682673183
2.64,1.24,0.681490817
2.68,1.24,0.680333909
2.72,1.24,0.679087442
2.76,1.24,0.677853121
2.8,1.24,0.67669396
2.84,1.24,0.675555972
2.88,1.24,0.674460957
2.92,1.24,0.673402153
2.96,1.24,0.672373295
3,1.24,0.671368526
3.04,1.24,0.670382266
3.08,1.24,0.669327777
3.12,1.24,0.668261808
3.16,1.24,0.66723916
3.2,1.24,0.666272254
3.24,1.24,0.665315402
3.28,1.24,0.664389242
3.32,1.24,0.663489533
3.36,1.24,0.662612346
3.4,1.24,0.66175399
3.44,1.24,0.660910962
3.48,1.24,0.660079884
3.52,1.24,0.659156869
3.56,1.24,0.658256918
3.6,1.24,0.657388699
3.64,1.24,0.656548951
3.68,1.24,0.655749632
3.72,1.24,0.654953474
3.76,1.24,0.654178514
3.8,1.24,0.653422171
3.84,1.24,0.65268206
3.88,1.24,0.651955916
3.92,1.24,0.651241592
3.96,1.24,0.650537022
4,1.24,0.649816359
0.2,1.28,0.90714774
0.24,1.28,0.896067377
0.28,1.28,0.885433583
0.32,1.28,0.875388428
0.36,1.28,0.865960358
0.4,1.28,0.857149365
0.44,1.28,0.848965039
0.48,1.28,0.841244596
0.52,1.28,0.833833639
0.56,1.28,0.826970081
0.6,1.28,0.820660357
0.64,1.28,0.81439534
0.68,1.28,0.808703312
0.72,1.28,0.803175376
0.76,1.28,0.797991084
0.8,1.28,0.793037998
0.84,1.28,0.788359076
0.88,1.28,0.783815235
0.92,1.28,0.77967277
0.96,1.28,0.775399519
1,1.28,0.771606145
1.04,1.28,0.767750252
1.08,1.28,0.764103731
1.12,1.28,0.760784566
1.16,1.28,0.757300787
1.2,1.28,0.754069904
1.24,1.28,0.751076215
1.28,1.28,0.748021152
1.32,1.28,0.745073828
1.36,1.28,0.742352717
1.4,1.28,0.739767963
1.44,1.28,0.736992461
1.48,1.28,0.734451832
1.52,1.28,0.732074256
1.56,1.28,0.729805395
1.6,1.28,0.727341436
1.64,1.28,0.725071112
1.68,1.28,0.722943208
1.72,1.28,0.720911743
1.76,1.28,0.718834782
1.8,1.28,0.716734708
1.84,1.28,0.714775283
1.88,1.28,0.71292225
1.92,1.28,0.711144572
1.96,1.28,0.709334862
2,1.28,0.707496675
2.04,1.28,0.705739869
2.08,1.28,0.704078383
2.12,1.28,0.702490211
2.16,1.28,0.700955109
2.2,1.28,0.69938003
2.24,1.28,0.697781568
2.28,1.28,0.696237512
2.32,1.28,0.694771794
2.36,1.28,0.693369212
2.4,1.28,0.692015885
2.44,1.28,0.690698851
2.48,1.28,0.689325279
2.52,1.28,0.687921049
2.56,1.28,0.686605105
2.6,1.28,0.685323232
2.64,1.28,0.684093482
2.68,1.28,0.682906438
2.72,1.28,0.681753385
2.76,1.28,0.680626097
2.8,1.28,0.679449588
2.84,1.28,0.678234629
2.88,1.28,0.677097043
2.92,1.28,0.675976524
2.96,1.28,0.674898991
3,1.28,0.673858023
3.04,1.28,0.672847724
3.08,1.28,0.671862592
3.12,1.28,0.67089742
3.16,1.28,0.669939329
3.2,1.28,0.668878964
3.24,1.28,0.667862426
3.28,1.28,0.66690703
3.32,1.28,0.665956818
3.36,1.28,0.665038366
3.4,1.28,0.664147566
3.44,1.28,0.663280641
3.48,1.28,0.66243406
3.52,1.28,0.661604494
3.56,1.28,0.660788764
3.6,1.28,0.659981352
3.64,1.28,0.659077723
3.68,1.28,0.658207012
3.72,1.28,0.657365984
3.76,1.28,0.656551667
3.8,1.28,0.655776458
3.84,1.28,0.655003058
3.88,1.28,0.654249756
3.92,1.28,0.653514188
3.96,1.28,0.652794156
4,1.28,0.652087578
0.2,1.32,0.911423252
0.24,1.32,0.900375799
0.28,1.32,0.889706463
0.32,1.32,0.879631532
0.36,1.32,0.870203661
0.4,1.32,0.861303236
0.44,1.32,0.852935444
0.48,1.32,0.845063697
0.52,1.32,0.837785171
0.56,1.32,0.831006904
0.6,1.32,0.824361873
0.64,1.32,0.818279508
0.68,1.32,0.812496179
0.72,1.32,0.80690359
0.76,1.32,0.801780917
0.8,1.32,0.796686938
0.84,1.32,0.792048945
0.88,1.32,0.787440776
0.92,1.32,0.783127448
0.96,1.32,0.779070946
1,1.32,0.774989064
1.04,1.32,0.771335228
1.08,1.32,0.767580437
1.12,1.32,0.764052934
1.16,1.32,0.76083332
1.2,1.32,0.757451562
1.24,1.32,0.754298502
1.28,1.32,0.75137832
1.32,1.32,0.74843486
1.36,1.32,0.74553382
1.4,1.32,0.74286127
1.44,1.32,0.740364382
1.48,1.32,0.737662787
1.52,1.32,0.7351438
1.56,1.32,0.732796576
1.6,1.32,0.730560029
1.64,1.32,0.728223397
1.68,1.32,0.725954172
1.72,1.32,0.723837625
1.76,1.32,0.721829954
1.8,1.32,0.71987518
1.84,1.32,0.717796844
1.88,1.32,0.715827076
1.92,1.32,0.713974685
1.96,1.32,0.712209756
2,1.32,0.710504696
2.04,1.32,0.708724005
2.08,1.32,0.706942764
2.12,1.32,0.705267074
2.16,1.32,0.703675201
2.2,1.32,0.702147486
2.24,1.32,0.700665659
2.28,1.32,0.699109697
2.32,1.32,0.697571238
2.36,1.32,0.696082219
2.4,1.32,0.694665472
2.44,1.32,0.693307204
2.48,1.32,0.691994758
2.52,1.32,0.690716282
2.56,1.32,0.689386792
2.6,1.32,0.688019357
2.64,1.32,0.686737884
2.68,1.32,0.685487006
2.72,1.32,0.684286461
2.76,1.32,0.683127522
2.8,1.32,0.682002105
2.84,1.32,0.680902598
2.88,1.32,0.67979582
2.92,1.32,0.678599404
2.96,1.32,0.677456853
3,1.32,0.676378674
3.04,1.32,0.675317556
3.08,1.32,0.674293209
3.12,1.32,0.673300054
3.16,1.32,0.672332905
3.2,1.32,0.671386878
3.24,1.32,0.670457305
3.28,1.32,0.669475061
3.32,1.32,0.668463969
3.36,1.32,0.667492241
3.4,1.32,0.666575246
3.44,1.32,0.665663348
3.48,1.32,0.66478013
3.52,1.32,0.663921922
3.56,1.32,0.663085333
3.6,1.32,0.662267178
3.64,1.32,0.661464439
3.68,1.32,0.660674229
3.72,1.32,0.659877906
3.76,1.32,0.659003814
3.8,1.32,0.658160494
3.84,1.32,0.657344994
3.88,1.32,0.656554611
3.92,1.32,0.655802139
3.96,1.32,0.655050223
4,1.32,0.654317395
0.2,1.36,0.915301893
0.24,1.36,0.904217739
0.28,1.36,0.893561976
0.32,1.36,0.883474431
0.36,1.36,0.873981715
0.4,1.36,0.865075874
0.44,1.36,0.856752587
0.48,1.36,0.849036331
0.52,1.36,0.841699907
0.56,1.36,0.834653042
0.6,1.36,0.828178363
0.64,1.36,0.822057203
0.68,1.36,0.816098362
0.72,1.36,0.81072282
0.76,1.36,0.805286338
0.8,1.36,0.80045585
0.84,1.36,0.795498725
0.88,1.36,0.791097565
0.92,1.36,0.78659602
0.96,1.36,0.782485264
1,1.36,0.77851234
1.04,1.36,0.774604309
1.08,1.36,0.771078936
1.12,1.36,0.767419576
1.16,1.36,0.764003727
1.2,1.36,0.760878075
1.24,1.36,0.757593198
1.28,1.36,0.754514173
1.32,1.36,0.751663356
1.36,1.36,0.748829593
1.4,1.36,0.745972479
1.44,1.36,0.743344967
1.48,1.36,0.740864672
1.52,1.36,0.738308759
1.56,1.36,0.735808649
1.6,1.36,0.733487335
1.64,1.36,0.73128725
1.68,1.36,0.729081165
1.72,1.36,0.726809776
1.76,1.36,0.72469981
1.8,1.36,0.722709229
1.84,1.36,0.720799801
1.88,1.36,0.718837005
1.92,1.36,0.716852359
1.96,1.36,0.714994767
2,1.36,0.713235118
2.04,1.36,0.711546992
2.08,1.36,0.70989208
2.12,1.36,0.708125951
2.16,1.36,0.706430134
2.2,1.36,0.704827564
2.24,1.36,0.7032989
2.28,1.36,0.701826475
2.32,1.36,0.70039372
2.36,1.36,0.698857338
2.4,1.36,0.697374439
2.44,1.36,0.695936594
2.48,1.36,0.69456561
2.52,1.36,0.693248919
2.56,1.36,0.691974959
2.6,1.36,0.690732857
2.64,1.36,0.68944511
2.68,1.36,0.688112585
2.72,1.36,0.68686389
2.76,1.36,0.685642483
2.8,1.36,0.684469694
2.84,1.36,0.683337404
2.88,1.36,0.682238106
2.92,1.36,0.681164738
2.96,1.36,0.680110538
3,1.36,0.678948627
3.04,1.36,0.677822943
3.08,1.36,0.676763785
3.12,1.36,0.675718158
3.16,1.36,0.674709374
3.2,1.36,0.673732148
3.24,1.36,0.672781573
3.28,1.36,0.671853046
3.32,1.36,0.670942197
3.36,1.36,0.670044815
3.4,1.36,0.669045396
3.44,1.36,0.668078981
3.48,1.36,0.66714807
3.52,1.36,0.666266312
3.56,1.36,0.665389562
3.6,1.36,0.664538804
3.64,1.36,0.663710738
3.68,1.36,0.662902308
3.72,1.36,0.662110628
3.76,1.36,0.661332956
3.8,1.36,0.66056666
3.84,1.36,0.659781081
3.88,1.36,0.658934645
3.92,1.36,0.658117036
3.96,1.36,0.65732556
4,1.36,0.656557738
0.2,1.4,0.919325736
0.24,1.4,0.908138494
0.28,1.4,0.897423026
0.32,1.4,0.887314012
0.36,1.4,0.877836927
0.4,1.4,0.868995048
0.44,1.4,0.860697947
0.48,1.4,0.852770034
0.52,1.4,0.845300721
0.56,1.4,0.838424815
0.6,1.4,0.831909012
0.64,1.4,0.825582358
0.68,1.4,0.81989406
0.72,1.4,0.814148217
0.76,1.4,0.808946176
0.8,1.4,0.803815745
0.84,1.4,0.799109758
0.88,1.4,0.794407999
0.92,1.4,0.790204205
0.96,1.4,0.785815319
1,1.4,0.781883399
1.04,1.4,0.777992362
1.08,1.4,0.774242856
1.12,1.4,0.770836118
1.16,1.4,0.767267054
1.2,1.4,0.763956134
1.24,1.4,0.760919298
1.28,1.4,0.757726523
1.32,1.4,0.754718039
1.36,1.4,0.751932831
1.4,1.4,0.749206769
1.44,1.4,0.746391503
1.48,1.4,0.743806017
1.52,1.4,0.741373169
1.56,1.4,0.738932258
1.6,1.4,0.736448805
1.64,1.4,0.734149807
1.68,1.4,0.731980733
1.72,1.4,0.729876053
1.76,1.4,0.727640847
1.8,1.4,0.725533661
1.84,1.4,0.723554825
1.88,1.4,0.721667911
1.92,1.4,0.719816222
1.96,1.4,0.717855041
2,1.4,0.715987567
2.04,1.4,0.714227228
2.08,1.4,0.712548463
2.12,1.4,0.710927693
2.16,1.4,0.709255822
2.2,1.4,0.707573017
2.24,1.4,0.705954047
2.28,1.4,0.704417714
2.32,1.4,0.7029467
2.36,1.4,0.701525045
2.4,1.4,0.700137658
2.44,1.4,0.698621206
2.48,1.4,0.697189904
2.52,1.4,0.695799771
2.56,1.4,0.694471641
2.6,1.4,0.693194042
2.64,1.4,0.691956374
2.68,1.4,0.690748645
2.72,1.4,0.689500487
2.76,1.4,0.688201119
2.8,1.4,0.686983638
2.84,1.4,0.685790298
2.88,1.4,0.684643919
2.92,1.4,0.683536951
2.96,1.4,0.682462394
3,1.4,0.681413683
3.04,1.4,0.680384548
3.08,1.4,0.67928336
3.12,1.4,0.678173843
3.16,1.4,0.677133075
3.2,1.4,0.676102118
3.24,1.4,0.675107988
3.28,1.4,0.674145639
3.32,1.4,0.673210424
3.36,1.4,0.672297993
3.4,1.4,0.671404236
3.44,1.4,0.670525206
3.48,1.4,0.669608119
3.52,1.4,0.668646478
3.56,1.4,0.667720759
3.6,1.4,0.666849066
3.64,1.4,0.665977879
3.68,1.4,0.665133502
3.72,1.4,0.664312743
3.76,1.4,0.663512641
3.8,1.4,0.662730425
3.84,1.4,0.661963471
3.88,1.4,0.661209282
3.92,1.4,0.660465443
3.96,1.4,0.659690273
4,1.4,0.658869786
0.2,1.44,0.923024316
0.24,1.44,0.911973708
0.28,1.44,0.901302482
0.32,1.44,0.89118737
0.36,1.44,0.881655248
0.4,1.44,0.872656158
0.44,1.44,0.864229634
0.48,1.44,0.856347022
0.52,1.44,0.849055067
0.56,1.44,0.842075646
0.6,1.44,0.835369943
0.64,1.44,0.82927243
0.68,1.44,0.823273506
0.72,1.44,0.817670534
0.76,1.44,0.812405514
0.8,1.44,0.807257282
0.84,1.44,0.802463387
0.88,1.44,0.797827256
0.92,1.44,0.793399744
0.96,1.44,0.789276829
1,1.44,0.7850907
1.04,1.44,0.781350206
1.08,1.44,0.777507033
1.12,1.44,0.773902581
1.16,1.44,0.770605727
1.2,1.44,0.767122298
1.24,1.44,0.763910155
1.28,1.44,0.760957384
1.32,1.44,0.75785227
1.36,1.44,0.754911078
1.4,1.44,0.752188081
1.44,1.44,0.749567639
1.48,1.44,0.746792383
1.52,1.44,0.744246329
1.56,1.44,0.741857038
1.6,1.44,0.739534909
1.64,1.44,0.737066336
1.68,1.44,0.734786725
1.72,1.44,0.732644221
1.76,1.44,0.73059159
1.8,1.44,0.728449782
1.84,1.44,0.726342359
1.88,1.44,0.724370981
1.92,1.44,0.722500692
1.96,1.44,0.720699343
2,1.44,0.71883827
2.04,1.44,0.716957126
2.08,1.44,0.715191288
2.12,1.44,0.71351581
2.16,1.44,0.711908006
2.2,1.44,0.710346633
2.24,1.44,0.708700069
2.28,1.44,0.707059978
2.32,1.44,0.705510482
2.36,1.44,0.704034421
2.4,1.44,0.702616204
2.44,1.44,0.701241351
2.48,1.44,0.699881063
2.52,1.44,0.698399778
2.56,1.44,0.697016521
2.6,1.44,0.695670977
2.64,1.44,0.694383068
2.68,1.44,0.69314229
2.72,1.44,0.691938902
2.76,1.44,0.690763701
2.8,1.44,0.68955314
2.84,1.44,0.688285316
2.88,1.44,0.687097592
2.92,1.44,0.685931013
2.96,1.44,0.684809808
3,1.44,0.683726936
3.04,1.44,0.682675866
3.08,1.44,0.681650476
3.12,1.44,0.680644933
3.16,1.44,0.679604562
3.2,1.44,0.678510574
3.24,1.44,0.677461691
3.28,1.44,0.676470633
3.32,1.44,0.675490343
3.36,1.44,0.674541958
3.4,1.44,0.673621055
3.44,1.44,0.672723514
3.48,1.44,0.671845448
3.52,1.44,0.670983151
3.56,1.44,0.670133045
3.6,1.44,0.669196071
3.64,1.44,0.668275009
3.68,1.44,0.667386514
3.72,1.44,0.666546792
3.76,1.44,0.665707913
3.8,1.44,0.664893446
3.84,1.44,0.664100511
3.88,1.44,0.663326431
3.92,1.44,0.662568686
3.96,1.44,0.661824885
4,1.44,0.661092739
0.2,1.48,0.926636995
0.24,1.48,0.915504355
0.28,1.48,0.904808491
0.32,1.48,0.894681471
0.36,1.48,0.885148298
0.4,1.48,0.876204555
0.44,1.48,0.867851961
0.48,1.48,0.86010612
0.52,1.48,0.852552952
0.56,1.48,0.845482382
0.6,1.48,0.838981037
0.64,1.48,0.832671702
0.68,1.48,0.826689467
0.72,1.48,0.82120015
0.76,1.48,0.815693503
0.8,1.48,0.810764532
0.84,1.48,0.805731682
0.88,1.48,0.801238399
0.92,1.48,0.796656945
0.96,1.48,0.792461634
1,1.48,0.788395824
1.04,1.48,0.784415434
1.08,1.48,0.780815996
1.12,1.48,0.77705289
1.16,1.48,0.773581611
1.2,1.48,0.770386825
1.24,1.48,0.766984784
1.28,1.48,0.76386577
1.32,1.48,0.760992675
1.36,1.48,0.757971081
1.4,1.48,0.755094164
1.44,1.48,0.75243027
1.48,1.48,0.749913329
1.52,1.48,0.747176445
1.56,1.48,0.744667568
1.6,1.48,0.742318511
1.64,1.48,0.74010254
1.68,1.48,0.737663009
1.72,1.48,0.735400402
1.76,1.48,0.733280828
1.8,1.48,0.731259638
1.84,1.48,0.729238587
1.88,1.48,0.727128522
1.92,1.48,0.725161143
1.96,1.48,0.723302731
2,1.48,0.721522642
2.04,1.48,0.719762915
2.08,1.48,0.717906691
2.12,1.48,0.716131452
2.16,1.48,0.714454349
2.2,1.48,0.712853353
2.24,1.48,0.711308151
2.28,1.48,0.709771135
2.32,1.48,0.708149616
2.36,1.48,0.706582404
2.4,1.48,0.705095997
2.44,1.48,0.703675008
2.48,1.48,0.702305334
2.52,1.48,0.700973772
2.56,1.48,0.699621279
2.6,1.48,0.698221346
2.64,1.48,0.696853307
2.68,1.48,0.695549526
2.72,1.48,0.694299443
2.76,1.48,0.693093409
2.8,1.48,0.691922453
2.84,1.48,0.690778082
2.88,1.48,0.68960327
2.92,1.48,0.688365488
2.96,1.48,0.687206167
3,1.48,0.686065137
3.04,1.48,0.684967961
3.08,1.48,0.683908056
3.12,1.48,0.682879321
3.16,1.48,0.681876037
3.2,1.48,0.680892764
3.24,1.48,0.679913094
3.28,1.48,0.678834062
3.32,1.48,0.677799432
3.36,1.48,0.676824752
3.4,1.48,0.675857587
3.44,1.48,0.674922368
3.48,1.48,0.674014866
3.52,1.48,0.673131169
3.56,1.48,0.672267592
3.6,1.48,0.671420641
3.64,1.48,0.670586953
3.68,1.48,0.669728941
3.72,1.48,0.668812098
3.76,1.48,0.667928161
3.8,1.48,0.667073843
3.84,1.48,0.66626368
3.88,1.48,0.665454645
3.92,1.48,0.664667906
3.96,1.48,0.663900852
4,1.48,0.663151051
0.2,1.52,0.930367111
0.24,1.52,0.919178877
0.28,1.52,0.908423396
0.32,1.52,0.898280531
0.36,1.52,0.888773615
0.4,1.52,0.87990682
0.44,1.52,0.871451467
0.48,1.52,0.863433893
0.52,1.52,0.85594827
0.56,1.52,0.849039297
0.6,1.52,0.842359179
0.64,1.52,0.836003835
0.68,1.52,0.830236189
0.72,1.52,0.824401959
0.76,1.52,0.819136106
0.8,1.52,0.813907885
0.84,1.52,0.809122098
0.88,1.52,0.804339103
0.92,1.52,0.800057586
0.96,1.52,0.795581756
1,1.52,0.791616135
1.04,1.52,0.787581783
1.08,1.52,0.783783807
1.12,1.52,0.780310212
1.16,1.52,0.776626911
1.2,1.52,0.773278284
1.24,1.52,0.770178557
1.28,1.52,0.766854017
1.32,1.52,0.763822944
1.36,1.52,0.760990898
1.4,1.52,0.758083533
1.44,1.52,0.755268079
1.48,1.52,0.752660441
1.52,1.52,0.750212334
1.56,1.52,0.747544866
1.6,1.52,0.745071201
1.64,1.52,0.742759521
1.68,1.52,0.740551385
1.72,1.52,0.738240356
1.76,1.52,0.735992802
1.8,1.52,0.733893161
1.84,1.52,0.731899033
1.88,1.52,0.729966745
1.92,1.52,0.727894311
1.96,1.52,0.725928146
2,1.52,0.724077753
2.04,1.52,0.722313733
2.08,1.52,0.720608771
2.12,1.52,0.718838908
2.16,1.52,0.717051078
2.2,1.52,0.715368338
2.24,1.52,0.713769153
2.28,1.52,0.712233892
2.32,1.52,0.710744195
2.36,1.52,0.709188757
2.4,1.52,0.707637632
2.44,1.52,0.706136492
2.48,1.52,0.704707625
2.52,1.52,0.703337157
2.56,1.52,0.702012275
2.6,1.52,0.700720888
2.64,1.52,0.699377241
2.68,1.52,0.698023789
2.72,1.52,0.696699393
2.76,1.52,0.695434813
2.8,1.52,0.694220367
2.84,1.52,0.693047171
2.88,1.52,0.691906946
2.92,1.52,0.690791832
2.96,1.52,0.689651061
3,1.52,0.688441924
3.04,1.52,0.687309743
3.08,1.52,0.686193124
3.12,1.52,0.685118916
3.16,1.52,0.68408094
3.2,1.52,0.683073484
3.24,1.52,0.682091198
3.28,1.52,0.681128999
3.32,1.52,0.680181985
3.36,1.52,0.679145143
3.4,1.52,0.678124212
3.44,1.52,0.677165423
3.48,1.52,0.676210758
3.52,1.52,0.675287992
3.56,1.52,0.674393094
3.6,1.52,0.673522331
3.64,1.52,0.672672203
3.68,1.52,0.6718394
3.72,1.52,0.671020753
3.76,1.52,0.670213197
3.8,1.52,0.669333146
3.84,1.52,0.668453326
3.88,1.52,0.66760348
3.92,1.52,0.666802221
3.96,1.52,0.66599791
4,1.52,0.66521654
0.2,1.56,0.933670805
0.24,1.56,0.922581268
0.28,1.56,0.911899717
0.32,1.56,0.901764292
0.36,1.56,0.892201269
0.4,1.56,0.883195344
0.44,1.56,0.874728296
0.48,1.56,0.866806169
0.52,1.56,0.859477769
0.56,1.56,0.852357363
0.6,1.56,0.845623121
0.64,1.56,0.839469553
0.68,1.56,0.833377737
0.72,1.56,0.827702285
0.76,1.56,0.822330699
0.8,1.56,0.817129379
0.84,1.56,0.812270389
0.88,1.56,0.807535912
0.92,1.56,0.803055255
0.96,1.56,0.798809831
1,1.56,0.79458768
1.04,1.56,0.790789291
1.08,1.56,0.786826529
1.12,1.56,0.78319095
1.16,1.56,0.779805928
1.2,1.56,0.776226449
1.24,1.56,0.77299112
1.28,1.56,0.769977258
1.32,1.56,0.76672954
1.36,1.56,0.763781635
1.4,1.56,0.761021295
1.44,1.56,0.758190131
1.48,1.56,0.755433517
1.52,1.56,0.752879521
1.56,1.56,0.75048587
1.6,1.56,0.747898709
1.64,1.56,0.745458515
1.68,1.56,0.743181741
1.72,1.56,0.741013439
1.76,1.56,0.73879971
1.8,1.56,0.73656562
1.84,1.56,0.734483432
1.88,1.56,0.732512735
1.92,1.56,0.730616258
1.96,1.56,0.728641551
2,1.56,0.726674343
2.04,1.56,0.724828824
2.08,1.56,0.723076634
2.12,1.56,0.721391736
2.16,1.56,0.719714565
2.2,1.56,0.71795289
2.24,1.56,0.716261234
2.28,1.56,0.714659764
2.32,1.56,0.713129372
2.36,1.56,0.711652411
2.4,1.56,0.710212159
2.44,1.56,0.708679546
2.48,1.56,0.707159976
2.52,1.56,0.705718991
2.56,1.56,0.704342809
2.6,1.56,0.703018854
2.64,1.56,0.701735436
2.68,1.56,0.70048145
2.72,1.56,0.699147544
2.76,1.56,0.697837509
2.8,1.56,0.696554008
2.84,1.56,0.695326294
2.88,1.56,0.69414548
2.92,1.56,0.69300337
2.96,1.56,0.691892304
3,1.56,0.690804996
3.04,1.56,0.689696673
3.08,1.56,0.688514879
3.12,1.56,0.68740866
3.16,1.56,0.686315405
3.2,1.56,0.685263169
3.24,1.56,0.684246154
3.28,1.56,0.683259004
3.32,1.56,0.682296702
3.36,1.56,0.68135449
3.4,1.56,0.680427787
3.44,1.56,0.679444575
3.48,1.56,0.678436844
3.52,1.56,0.677467432
3.56,1.56,0.676550775
3.6,1.56,0.675639839
3.64,1.56,0.674756838
3.68,1.56,0.673898211
3.72,1.56,0.673060626
3.76,1.56,0.672240934
3.8,1.56,0.67143614
3.84,1.56,0.670643356
3.88,1.56,0.669839154
3.92,1.56,0.66896309
3.96,1.56,0.668117274
4,1.56,0.667298836
0.2,1.6,0.937001206
0.24,1.6,0.925865022
0.28,1.6,0.915163217
0.32,1.6,0.905022995
0.36,1.6,0.895468557
0.4,1.6,0.886496691
0.44,1.6,0.878110692
0.48,1.6,0.870298788
0.52,1.6,0.862691268
